pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2026-04-07,77.6,-1.2,5.56,"Yamamoto, Yoshinobu",543807,808967,double,hit_into_play,,,,,5,George Springer doubles (2) on a line drive to right fielder Kyle Tucker. Andrés Giménez scores.,R,R,R,TOR,LAD,X,9.0,line_drive,2,0,2026,1.19,-1.35,0.251509700898429,2.629398364671083,,665926.0,,1,6,Bot,175.2,59.67,,,,,0.858263012406741,-112.72090862064016,3.561182024809054,9.759991220331043,24.71230693584556,-44.52546468130349,3.267396654,1.648966535,320.0,99.9,20.0,77.2,2925,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.93,0.311,0.382,1.25,1.0,1.0,1.0,5.0,45,3,Curveball,0,3,0,3,3,1,1,3,Standard,Standard,43,0.094,0.741,68.7,6.5,0.609,-0.741,99.9,-3,-3,0.193,0.193,27,36,28,37,3,2,6,1,,1,5.21,-1.19,-1.19,50.0,10.23300602471025,16.692040515904036,32.48448463551325,37.949952065486144,17.97004603466621
FC,2026-04-07,91.1,-1.45,5.46,"Yamamoto, Yoshinobu",543807,808967,,ball,,,,,14,Ball,R,R,R,TOR,LAD,B,,,1,0,2026,0.21,0.63,0.901436837538606,1.1116028386746528,,665926.0,,1,6,Bot,,,,,,,5.402550020249988,-132.5188187540787,-6.138145664275787,1.2123905134023916,29.72386542809146,-23.62054463077807,3.267396654,1.648966535,,,,91.4,2534,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.9,,,,,,,,45,2,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,181,0.007,0.046,,,,-0.046,,-3,-3,0.186,0.186,27,36,28,37,3,2,6,1,,1,2.13,-0.21,-0.21,39.1,,,,,
SI,2026-04-07,94.7,-1.54,5.37,"Yamamoto, Yoshinobu",543807,808967,,ball,,,,,14,Ball,R,R,R,TOR,LAD,B,,,0,0,2026,-1.15,1.3,0.9070773952700082,1.9230862852949688,,665926.0,,1,6,Bot,,,,,,,8.921932900129951,-137.39206555942053,-5.972673036944119,-16.63696214367809,34.22148493872198,-14.52330368327442,3.267396654,1.648966535,,,,94.3,2255,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.99,,,,,,,,45,1,Sinker,0,3,0,3,3,0,0,3,Standard,Standard,216,0.004,0.028,,,,-0.028,,-3,-3,0.182,0.182,27,36,28,37,3,2,6,1,,1,1.28,1.15,1.15,38.5,,,,,
FS,2026-04-07,91.4,-1.73,5.35,"Yamamoto, Yoshinobu",678218,808967,field_out,hit_into_play,,,,,8,Brandon Valenzuela grounds out to first baseman Freddie Freeman. Andrés Giménez to 2nd.,R,L,R,TOR,LAD,X,3.0,ground_ball,1,2,2026,-1.24,0.16,-0.0088021226848136,1.6107745134940878,,,665926.0,0,6,Bot,150.06,175.85,,,,,7.056582114190356,-132.86844720657325,-3.624257761615629,-16.2807370127882,30.98965060112386,-29.69995340972248,3.219127297,1.624606299,75.0,77.6,6.0,91.6,1519,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.86,0.217,0.207,0.0,1.0,0.0,0.0,2.0,44,4,Split-Finger,0,3,0,3,3,0,0,3,Standard,Standard,235,-0.016,-0.258,,,0.257,0.258,88.0,-3,-3,0.198,0.198,27,25,28,26,2,1,6,1,,1,2.6,1.24,-1.24,39.4,,,,,
FF,2026-04-07,95.3,-1.68,5.38,"Yamamoto, Yoshinobu",678218,808967,,ball,,,,,11,Ball,R,L,R,TOR,LAD,B,,,0,2,2026,-0.83,1.52,-2.105021655185471,4.344508435508675,,,665926.0,0,6,Bot,,,,,,,0.807690070512674,-138.8222297175349,-0.3874519892926196,-10.877444454861651,34.34986194634935,-12.817957514848462,3.219127297,1.624606299,,,,95.2,2152,6.4,822831,669257,518692,690976,571970,808975,606192,681624,663656,54.09,,,,,,,,44,3,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,216,0.005,0.017,,,,-0.017,,-3,-3,0.193,0.193,27,25,28,26,2,1,6,1,,1,1.01,0.83,-0.83,38.7,,,,,
FS,2026-04-07,91.9,-1.66,5.4,"Yamamoto, Yoshinobu",678218,808967,,called_strike,,,,,9,Called Strike,R,L,R,TOR,LAD,S,,,0,1,2026,-1.32,0.25,0.6638155976840834,1.6633863472707322,,,665926.0,0,6,Bot,,,,,,,8.73969958548681,-133.45277074718575,-3.886441236920541,-17.68971986656341,30.89653158406368,-28.47937330146968,3.219127297,1.624606299,,,,91.8,1576,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,54.01,,,,,,,,44,2,Split-Finger,0,3,0,3,3,0,0,3,Standard,Standard,224,-0.011,-0.053,,,,0.053,,-3,-3,0.204,0.204,27,25,28,26,2,1,6,1,,1,2.48,1.32,-1.32,40.6,,,,,
CU,2026-04-07,75.2,-1.4,5.62,"Yamamoto, Yoshinobu",678218,808967,,foul,,,,,5,Foul,R,L,R,TOR,LAD,S,,,0,0,2026,1.18,-1.71,0.1661873579902824,2.151715829763486,,,665926.0,0,6,Bot,,,,,,,1.0631646063669566,-109.32355417327196,3.4557929078899416,9.074050190817813,23.72205601706155,-46.64857562293972,3.219127297,1.624606299,4.0,76.3,-35.0,74.6,2762,6.4,822831,669257,518692,690976,571970,808975,606192,681624,663656,54.05,,,,,,,,44,1,Curveball,0,3,0,3,3,0,0,3,Standard,Standard,34,-0.007,-0.043,63.0,7.9,,0.043,88.0,-3,-3,0.211,0.211,27,25,28,26,2,1,6,1,,1,5.82,-1.18,1.18,50.2,20.27762523169533,-19.76309349298697,27.333892378039774,37.81200371240073,42.16514670161692
FC,2026-04-07,90.2,-1.67,5.39,"Yamamoto, Yoshinobu",665926,808967,single,hit_into_play,,,,,12,Andrés Giménez singles on a line drive to right fielder Kyle Tucker.,R,L,R,TOR,LAD,X,9.0,line_drive,3,2,2026,0.65,0.41,1.1293709127267562,3.007184545980115,,,,0,6,Bot,188.96,121.26,,,,,5.487019360056175,-131.27828445747213,-0.6589234512131997,6.264983424573204,28.41000580330401,-27.52923416301572,3.164714567,1.597145669,160.0,66.7,21.0,90.5,2418,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.97,0.78,0.702,0.9,1.0,1.0,0.0,4.0,43,8,Cutter,0,3,0,3,3,0,0,3,Strategic,Standard,159,0.041,0.353,54.9,5.9,0.806,-0.353,88.0,-3,-3,0.17,0.17,27,27,28,28,2,1,6,1,,1,2.4,-0.65,0.65,40.8,-7.318608666292844,3.926216899570838,35.80879066720219,26.205469599615054,24.630343061322435
CU,2026-04-07,76.5,-1.37,5.5,"Yamamoto, Yoshinobu",665926,808967,,foul,,,,,14,Foul,R,L,R,TOR,LAD,S,,,3,2,2026,1.01,-1.57,0.4156825407878184,1.1194721326730068,,,,0,6,Bot,,,,,,,1.860691181261508,-111.21796148978898,1.110688889724569,7.835219745649668,24.131211787266476,-45.527748433211656,3.164714567,1.597145669,3.0,83.9,-25.0,76.2,2652,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.87,,,,,,,,43,7,Curveball,0,3,0,3,3,0,0,3,Strategic,Standard,37,0.0,0.0,68.8,7.1,,0.0,88.0,-3,-3,0.17,0.17,27,27,28,28,2,1,6,1,,1,5.54,-1.01,1.01,49.8,13.99525853576761,-3.654858621032674,37.68598185742632,35.988850195027986,40.93444621876783
FC,2026-04-07,91.3,-1.62,5.35,"Yamamoto, Yoshinobu",665926,808967,,foul,,,,,9,Foul,R,L,R,TOR,LAD,S,,,3,2,2026,0.3,0.71,0.7048409027884378,1.9395849648538797,,,,0,6,Bot,,,,,,,5.142508313581095,-132.8947856598372,-4.097388420279048,2.5753137011971456,26.70490569075124,-23.08618614171504,3.164714567,1.597145669,135.0,67.5,69.0,91.9,2487,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,54.01,,,,,,,,43,6,Cutter,0,3,0,3,3,0,0,3,Strategic,Standard,182,0.0,0.0,74.2,6.7,,0.0,88.0,-3,-3,0.17,0.17,27,27,28,28,2,1,6,1,,1,2.01,-0.3,0.3,42.4,3.0185480878406667,0.8534950719531661,38.79596947230941,32.2655188113126,28.78055189489385
FC,2026-04-07,89.1,-1.72,5.27,"Yamamoto, Yoshinobu",665926,808967,,foul,,,,,12,Foul,R,L,R,TOR,LAD,S,,,3,1,2026,0.38,0.44,0.8439217585894188,2.6787286671716988,,,,0,6,Bot,,,,,,,5.441373204994608,-129.67086176149823,-1.095541478702298,3.1413190905084014,27.212637115137326,-27.1957133460458,3.164714567,1.597145669,170.0,67.3,22.0,89.7,2407,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.86,,,,,,,,43,5,Cutter,0,3,0,3,3,0,0,3,Strategic,Standard,150,-0.012,-0.094,64.8,5.9,,0.094,88.0,-3,-3,0.182,0.182,27,27,28,28,2,1,6,1,,1,2.43,-0.38,0.38,38.6,-2.48291714380022,8.777468314104379,33.34461972017573,29.961903881512587,25.48721094347848
FF,2026-04-07,95.5,-1.69,5.41,"Yamamoto, Yoshinobu",665926,808967,,ball,,,,,13,Ball,R,L,R,TOR,LAD,B,,,2,1,2026,-1.03,1.36,-1.911814810040072,2.070323422306301,,,,0,6,Bot,,,,,,,1.8022024561521175,-138.86467880743356,-6.057560699663847,-13.715879240868436,33.597165210468035,-13.42887661971244,3.164714567,1.597145669,,,,95.7,2442,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.88,,,,,,,,43,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,214,0.014,0.134,,,,-0.134,,-3,-3,0.168,0.168,27,27,28,28,2,1,6,1,,1,1.16,1.03,-1.03,39.7,,,,,
SL,2026-04-07,85.9,-1.49,5.43,"Yamamoto, Yoshinobu",665926,808967,,ball,,,,,14,Ball,R,L,R,TOR,LAD,B,,,1,1,2026,0.43,0.5,0.70344105277269,1.181299971022982,,,,0,6,Bot,,,,,,,4.2777002690853685,-125.02261705861468,-4.601321819119939,3.5507601762212264,26.37907193183625,-26.14796184379195,3.164714567,1.597145669,,,,86.2,2832,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.93,,,,,,,,43,3,Slider,0,3,0,3,3,0,0,3,Standard,Standard,70,0.006,0.055,,,,-0.055,,-3,-3,0.162,0.162,27,27,28,28,2,1,6,1,,1,2.6,-0.43,0.43,45.1,,,,,
SI,2026-04-07,93.9,-1.72,5.43,"Yamamoto, Yoshinobu",665926,808967,,swinging_strike,,,,,12,Swinging Strike,R,L,R,TOR,LAD,S,,,1,0,2026,-0.93,1.45,0.3750296900172759,3.696759904014747,,,,0,6,Bot,,,,,,,7.467600829244581,-136.49065629538674,-1.806291697786532,-13.29474387573266,32.15995857256473,-13.996908743144196,3.164714567,1.597145669,,,,94.0,2353,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.93,,,,,,,,43,2,Sinker,0,3,0,3,3,0,0,3,Standard,Standard,218,-0.006,-0.05,27.4,5.0,,0.05,,-3,-3,0.168,0.168,27,27,28,28,2,1,6,1,,1,1.16,0.93,-0.93,39.2,1.3249277920872242,28.359878131786417,27.65921623075665,35.29928394581558,9.418389981289124
FS,2026-04-07,91.5,-1.57,5.45,"Yamamoto, Yoshinobu",665926,808967,,ball,,,,,14,Ball,R,L,R,TOR,LAD,B,,,0,0,2026,-1.47,0.76,0.4478320986047621,0.7256880181500902,,,,0,6,Bot,,,,,,,8.287146002340762,-132.88951884589025,-7.458918969760965,-19.18606721479264,29.345103369569248,-21.67559459560097,3.164714567,1.597145669,,,,91.9,1850,6.7,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.82,,,,,,,,43,1,Split-Finger,0,3,0,3,3,0,0,3,Standard,Standard,227,0.005,0.041,,,,-0.041,,-3,-3,0.163,0.163,27,27,28,28,2,1,6,1,,1,1.98,1.47,-1.47,45.3,,,,,
FF,2026-04-07,95.8,-1.47,5.43,"Yamamoto, Yoshinobu",664770,808967,field_out,hit_into_play,,,,,5,Nathan Lukes flies out to center fielder Andy Pages.,R,L,R,TOR,LAD,X,8.0,fly_ball,1,0,2026,-0.55,1.27,0.2410305835087562,2.4143497105748053,,,,2,5,Bot,109.51,61.48,,,,,5.756995896664446,-139.39894809607762,-5.087304241646959,-8.49960852126665,32.96271469395134,-14.640458208240116,3.163836942,1.596702756,353.0,97.6,24.0,96.1,2152,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.94,0.366,0.525,0.0,1.0,0.0,0.0,5.0,37,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,209,-0.012,-0.297,71.4,6.3,0.89,0.297,97.6,-3,-3,0.149,0.149,27,31,28,32,2,1,6,2,,1,1.22,0.55,-0.55,41.9,4.771489040675188,8.326161711952041,31.604379284447774,36.00655878006015,29.2078020123696
FF,2026-04-07,96.1,-1.73,5.23,"Yamamoto, Yoshinobu",664770,808967,,ball,,,,,13,Ball,R,L,R,TOR,LAD,B,,,0,0,2026,-0.49,1.52,-1.501208809442924,2.0780783492599584,,,,2,5,Bot,,,,,,,1.7245431512419704,-139.85599999680898,-6.053410669300235,-6.814459528408116,33.85978985808101,-11.103735577052728,3.163836942,1.596702756,,,,96.2,2196,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,54.0,,,,,,,,37,1,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,220,0.001,0.037,,,,-0.037,,-3,-3,0.148,0.148,27,31,28,32,2,1,6,2,,1,0.96,0.49,-0.49,36.3,,,,,
FS,2026-04-07,91.3,-1.54,5.34,"Yamamoto, Yoshinobu",676391,808967,field_out,hit_into_play,,,,,8,"Ernie Clement grounds out, third baseman Max Muncy to first baseman Freddie Freeman.",R,R,R,TOR,LAD,X,5.0,ground_ball,0,1,2026,-0.97,0.27,-0.0384166128624325,1.6303327889375896,,,,1,5,Bot,99.23,171.61,,,,,5.884195287608138,-132.78145580032424,-3.7647025686707,-12.774156152355172,31.45618367911053,-28.325338768812365,3.191043307,1.610433071,2.0,66.0,-42.0,91.3,1491,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.95,0.158,0.142,0.0,1.0,0.0,0.0,2.0,36,2,Split-Finger,0,3,0,3,3,0,0,3,Standard,Standard,235,-0.014,-0.215,72.9,7.7,0.162,0.215,88.0,-3,-3,0.162,0.162,27,30,28,30,2,1,6,1,,1,2.49,0.97,0.97,38.9,-4.929098816175634,-24.230080150705515,37.90440405012029,34.63358852513949,39.96564802759527
CU,2026-04-07,73.7,-1.21,5.55,"Yamamoto, Yoshinobu",676391,808967,,called_strike,,,,,6,Called Strike,R,R,R,TOR,LAD,S,,,0,0,2026,1.03,-1.49,0.4987777587066839,2.2601616490197465,,,,1,5,Bot,,,,,,,1.5957197101835296,-107.04346150754364,3.718461981689511,7.427867917235733,23.20305127813408,-44.475498803836025,3.191043307,1.610433071,,,,73.3,2662,6.7,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.84,,,,,,,,36,1,Curveball,0,3,0,3,3,0,0,3,Standard,Standard,31,-0.003,-0.039,,,,0.039,,-3,-3,0.165,0.165,27,30,28,30,2,1,6,1,,1,5.79,-1.03,-1.03,52.8,,,,,
FF,2026-04-07,96.3,-1.74,5.27,"Yamamoto, Yoshinobu",672960,808967,field_out,hit_into_play,,,,,8,Kazuma Okamoto flies out to left fielder Teoscar Hernández.,R,R,R,TOR,LAD,X,7.0,fly_ball,3,0,2026,-0.66,1.48,0.161241426627868,2.05851542395937,,,,0,5,Bot,81.34,68.75,,,,,6.522602632119757,-140.01152444740552,-6.1502729147408175,-10.179102615692472,33.48817887042345,-11.515031427731858,3.255987533,1.643208661,340.0,90.2,28.0,96.4,2291,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.96,0.063,0.074,0.0,1.0,0.0,0.0,3.0,35,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,220,-0.054,-0.529,77.4,8.1,0.125,0.529,90.2,-3,-3,0.219,0.219,27,30,28,30,2,1,6,1,,1,0.99,0.66,0.66,38.6,12.837299145763314,-10.377348631352875,29.94016926678385,38.4301276733608,34.07148071103086
FF,2026-04-07,96.2,-1.57,5.42,"Yamamoto, Yoshinobu",672960,808967,,ball,,,,,14,Ball,R,R,R,TOR,LAD,B,,,2,0,2026,-0.69,1.52,1.2351205421118787,2.0051927805044545,,,,0,5,Bot,,,,,,,8.974957931335272,-139.58926557979086,-6.700150476576118,-11.162248420495075,33.65753849094266,-11.014480599232623,3.255987533,1.643208661,,,,96.2,2295,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.88,,,,,,,,35,3,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,220,0.014,0.152,,,,-0.152,,-3,-3,0.205,0.205,27,30,28,30,2,1,6,1,,1,0.98,0.69,0.69,40.2,,,,,
FC,2026-04-07,90.2,-1.75,5.19,"Yamamoto, Yoshinobu",672960,808967,,ball,,,,,14,Ball,R,R,R,TOR,LAD,B,,,1,0,2026,0.6,0.68,1.2179180675748178,1.4272616807341525,,,,0,5,Bot,,,,,,,6.011673025493453,-131.2585520856418,-4.667311009804376,5.638170677979633,27.620201378208595,-23.48559242883244,3.255987533,1.643208661,,,,90.6,2399,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.95,,,,,,,,35,2,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,186,0.008,0.077,,,,-0.077,,-3,-3,0.197,0.197,27,30,28,30,2,1,6,1,,1,2.12,-0.6,-0.6,37.6,,,,,
FC,2026-04-07,91.3,-1.59,5.37,"Yamamoto, Yoshinobu",672960,808967,,ball,,,,,14,Ball,R,R,R,TOR,LAD,B,,,0,0,2026,0.33,0.58,1.4278519598315995,2.158521462016006,,,,0,5,Bot,,,,,,,6.813759810468466,-132.78682535330094,-3.288405215822164,2.436324214138057,27.92466599076197,-24.804552360551845,3.255987533,1.643208661,,,,91.9,2373,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.86,,,,,,,,35,1,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,180,0.005,0.041,,,,-0.041,,-3,-3,0.192,0.192,27,30,28,30,2,1,6,1,,1,2.15,-0.33,-0.33,37.9,,,,,
CU,2026-04-07,77.3,-1.47,5.45,"Yamamoto, Yoshinobu",660821,808967,strikeout,swinging_strike,,,,,13,Jesús Sánchez strikes out swinging.,R,L,R,TOR,LAD,S,2.0,,3,2,2026,1.08,-1.3,-0.0376445511588554,1.28054582085643,,,,2,4,Bot,,,,,,,1.0053793716323605,-112.54177625924088,0.8305534165203319,8.849399087927075,23.522308280399997,-43.52309642851183,3.334973753,1.683070866,,,,77.1,2665,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,54.02,,0.0,0.0,1.0,0.0,0.0,,29,6,Curveball,0,2,0,2,2,0,0,2,Infield shade,Standard,41,-0.015,-0.328,67.1,7.8,,0.328,,-2,-2,0.264,0.264,27,28,28,29,2,1,6,1,,1,5.16,-1.08,1.08,46.1,19.93592278072361,-32.806619930371134,31.530896796769497,40.13515973657252,58.05438450136533
FC,2026-04-07,92.8,-1.82,5.15,"Yamamoto, Yoshinobu",660821,808967,,ball,,,,,13,Ball,R,L,R,TOR,LAD,B,,,2,2,2026,0.07,0.68,-1.0082527854477763,2.354488057423805,,,,2,4,Bot,,,,,,,1.914653864747948,-135.2233355247549,-2.7056390985931813,0.4129725441199998,28.255946056646405,-23.48732016260411,3.334973753,1.683070866,,,,93.2,2315,6.3,822831,669257,518692,690976,571970,808975,606192,681624,663656,54.16,,,,,,,,29,5,Cutter,0,2,0,2,2,0,0,2,Infield shade,Standard,191,0.004,0.104,,,,-0.104,,-2,-2,0.26,0.26,27,28,28,29,2,1,6,1,,1,1.95,-0.07,0.07,35.1,,,,,
SI,2026-04-07,95.6,-1.7,5.35,"Yamamoto, Yoshinobu",660821,808967,,foul,,,,,6,Foul,R,L,R,TOR,LAD,S,,,2,1,2026,-1.42,0.86,0.4390231754945068,2.6280726247061468,,,,2,4,Bot,,,,,,,8.831315435210453,-138.86365163218645,-3.3097962293432497,-20.326491468623093,32.23293464563802,-20.4440244159933,3.334973753,1.683070866,213.0,73.3,25.0,95.7,2301,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.95,,,,,,,,29,4,Sinker,0,2,0,2,2,0,0,2,Infield shade,Standard,212,-0.004,-0.073,63.7,5.3,,0.073,88.0,-2,-2,0.264,0.264,27,28,28,29,2,1,6,1,,1,1.65,1.42,-1.42,35.9,-15.91452560812111,31.890956836880623,41.89458656388042,32.36032920809828,14.192631812491316
FF,2026-04-07,96.9,-1.64,5.29,"Yamamoto, Yoshinobu",660821,808967,,ball,,,,,14,Ball,R,L,R,TOR,LAD,B,,,1,1,2026,-0.71,1.45,1.0616401474246602,1.9172686146429565,,,,2,4,Bot,,,,,,,8.79637327201955,-140.7247068808849,-6.600118216321776,-11.473920840590198,33.52412202621403,-11.541833864396924,3.334973753,1.683070866,,,,97.1,2254,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.88,,,,,,,,29,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shade,Standard,213,0.003,0.053,,,,-0.053,,-2,-2,0.261,0.261,27,28,28,29,2,1,6,1,,1,1.0,0.71,-0.71,39.0,,,,,
FS,2026-04-07,92.8,-1.69,5.31,"Yamamoto, Yoshinobu",660821,808967,,ball,,,,,14,Ball,R,L,R,TOR,LAD,B,,,0,1,2026,-1.38,0.34,0.6644076279602023,0.1144819643808652,,,,2,4,Bot,,,,,,,9.051880050758182,-134.61737087607656,-7.977641450460265,-18.780630450764644,30.423830732488472,-26.36414351783904,3.334973753,1.683070866,,,,93.0,1628,6.7,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.84,,,,,,,,29,2,Split-Finger,0,2,0,2,2,0,0,2,Infield shade,Standard,233,0.001,0.027,,,,-0.027,,-2,-2,0.26,0.26,27,28,28,29,2,1,6,1,,1,2.33,1.38,-1.38,37.7,,,,,
FS,2026-04-07,91.5,-1.81,5.29,"Yamamoto, Yoshinobu",660821,808967,,called_strike,,,,,7,Called Strike,R,L,R,TOR,LAD,S,,,0,0,2026,-1.26,-0.07,-0.692043175261585,1.6526962006110293,,,,2,4,Bot,,,,,,,5.578773310716344,-133.0711419112395,-2.863417406093359,-16.138328576586435,31.63605685863836,-32.59225229687116,3.334973753,1.683070866,,,,91.4,1480,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.96,,,,,,,,29,1,Split-Finger,0,2,0,2,2,0,0,2,Strategic,Standard,237,-0.002,-0.043,,,,0.043,,-2,-2,0.262,0.262,27,28,28,29,2,1,6,1,,1,2.82,1.26,-1.26,37.5,,,,,
FS,2026-04-07,91.5,-1.63,5.22,"Yamamoto, Yoshinobu",665489,808967,field_out,hit_into_play,,,,,9,"Vladimir Guerrero Jr. grounds out, shortstop Hyeseong Kim to first baseman Freddie Freeman.",R,R,R,TOR,LAD,X,6.0,ground_ball,1,2,2026,-0.75,0.29,0.6181806230054848,2.0528348670157968,,,,1,4,Bot,121.01,167.38,,,,,7.280701914268494,-133.12693259475247,-2.614188925980772,-10.431598186650902,26.17674825607607,-28.32110768109825,3.208595801,1.619291339,2.0,87.7,-51.0,92.3,1614,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.93,0.176,0.16,0.0,1.0,0.0,0.0,2.0,28,5,Split-Finger,0,2,0,2,2,0,0,2,Standard,Standard,230,-0.014,-0.18,63.3,7.3,0.176,0.18,88.0,-2,-2,0.276,0.276,27,27,28,27,2,1,6,1,,1,2.41,0.75,0.75,36.1,-8.234177168625799,9.640235078694324,30.08470139976826,42.54129122631244,24.187822166981093
SI,2026-04-07,96.0,-1.65,5.29,"Yamamoto, Yoshinobu",665489,808967,,foul,,,,,5,Foul,R,R,R,TOR,LAD,S,,,1,2,2026,-1.37,0.93,0.1938255415027223,2.399365007878109,,,,1,4,Bot,,,,,,,7.991079277406593,-139.49504694825126,-3.975829506269668,-19.69626995445561,32.77189504856139,-19.31114614254861,3.208595801,1.619291339,238.0,82.9,19.0,96.0,2331,6.5,822831,669257,518692,690976,571970,808975,606192,681624,663656,54.04,,,,,,,,28,4,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,214,0.0,0.0,65.3,6.1,,0.0,88.0,-2,-2,0.276,0.276,27,27,28,27,2,1,6,1,,1,1.56,1.37,1.37,39.0,-28.54416675651794,31.736676982349938,35.5130112871991,39.07801754675947,4.546206814589529
CU,2026-04-07,74.9,-1.21,5.62,"Yamamoto, Yoshinobu",665489,808967,,swinging_strike,,,,,5,Swinging Strike,R,R,R,TOR,LAD,S,,,1,1,2026,1.04,-1.59,0.063955427363992,2.337481162766684,,,,1,4,Bot,,,,,,,0.7139487856262703,-108.83808514362656,3.684697085821244,8.011466996710029,23.06581303473242,-45.681928563619,3.208595801,1.619291339,,,,74.6,2623,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.88,,,,,,,,28,3,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,31,-0.005,-0.064,80.1,8.1,,0.064,,-2,-2,0.281,0.281,27,27,28,27,2,1,6,1,,1,5.74,-1.04,-1.04,52.4,18.39818922290528,-30.18393091384716,22.633994384780365,35.5929307746075,58.14235725813411
FF,2026-04-07,96.2,-1.63,5.39,"Yamamoto, Yoshinobu",665489,808967,,called_strike,,,,,5,Called Strike,R,R,R,TOR,LAD,S,,,1,0,2026,-0.62,1.41,0.0921059393214366,2.4099634818058666,,,,1,4,Bot,,,,,,,5.953857336635076,-139.90501384268026,-5.344803339485372,-9.468154009210403,33.51219101557068,-12.715244994071384,3.208595801,1.619291339,,,,96.4,2260,6.6,822831,669257,518692,690976,571970,808975,606192,681624,663656,53.92,,,,,,,,28,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Strategic,Standard,217,-0.004,-0.049,,,,0.049,,-2,-2,0.285,0.285,27,27,28,27,2,1,6,1,,1,1.07,0.62,0.62,39.1,,,,,
